Sample.Name,Pop,C1,C2
ZFCNS44,ZFCNS,0.006,0.994
ZFCNS45,ZFCNS,0.005,0.995
ZFCNS46,ZFCNS,0.006,0.994
ZFCNS47,ZFCNS,0.005,0.995
ZFCNS48,ZFCNS,0.005,0.995
ZFCNS49,ZFCNS,0.006,0.994
NA,NA,0,0
ZFCR01,ZFCR,0.013,0.987
ZFCR02,ZFCR,0.044,0.956
ZFCR03,ZFCR,0.007,0.993
ZFCR04,ZFCR,0.008,0.992
ZFCR05,ZFCR,0.009,0.991
ZFCR06,ZFCR,0.01,0.99
ZFCR07,ZFCR,0.007,0.993
ZFCR08,ZFCR,0.01,0.99
ZFCR09,ZFCR,0.015,0.985
ZFCR11,ZFCR,0.009,0.991
ZFCR12,ZFCR,0.005,0.995
ZFCR13,ZFCR,0.016,0.984
ZFCR14,ZFCR,0.037,0.963
ZFCR15,ZFCR,0.004,0.996
ZFCR16,ZFCR,0.096,0.904
ZFCR18,ZFCR,0.241,0.759
ZFCR19,ZFCR,0.009,0.991
ZFCR20,ZFCR,0.03,0.97
ZFCR21,ZFCR,0.005,0.995
ZFCR22,ZFCR,0.017,0.983
ZFCR23,ZFCR,0.071,0.929
ZFCR24,ZFCR,0.01,0.99
ZFCR25,ZFCR,0.004,0.996
ZFCR26,ZFCR,0.006,0.994
ZFCR27,ZFCR,0.101,0.899
ZFCR28,ZFCR,0.007,0.993
ZFCR29,ZFCR,0.009,0.991
ZFCR30,ZFCR,0.009,0.991
ZFCR31,ZFCR,0.008,0.992
ZFCR33,ZFCR,0.008,0.992
ZFCR34,ZFCR,0.016,0.984
ZFCR35,ZFCR,0.009,0.991
ZFCR36,ZFCR,0.046,0.954
ZFCR37,ZFCR,0.023,0.977
ZFCR38,ZFCR,0.008,0.992
ZFCR39,ZFCR,0.043,0.957
ZFCR40,ZFCR,0.009,0.991
ZFCR41,ZFCR,0.004,0.996
ZFCR42,ZFCR,0.01,0.99
ZFCR43,ZFCR,0.092,0.908
NA,NA,0,0
ZFENP25,ZFENP,0.028,0.972
ZFENP26,ZFENP,0.176,0.824
ZFENP27,ZFENP,0.01,0.99
ZFENP28,ZFENP,0.01,0.99
ZFENP29,ZFENP,0.014,0.986
ZFENP30,ZFENP,0.014,0.986
ZFENP31,ZFENP,0.018,0.982
ZFENP32,ZFENP,0.023,0.977
ZFENP33,ZFENP,0.007,0.993
ZFENP34,ZFENP,0.01,0.99
ZFENP35,ZFENP,0.058,0.942
ZFENP36,ZFENP,0.022,0.978
ZFENP37,ZFENP,0.009,0.991
ZFENP38,ZFENP,0.014,0.986
ZFENP39,ZFENP,0.015,0.985
ZFENP40,ZFENP,0.015,0.985
ZFENP41,ZFENP,0.05,0.95
ZFENP42,ZFENP,0.245,0.755
ZFENP43,ZFENP,0.012,0.988
ZFENP44,ZFENP,0.023,0.977
ZFENP45,ZFENP,0.007,0.993
ZFENP46,ZFENP,0.111,0.889
ZFENP47,ZFENP,0.293,0.707
ZFENP48,ZFENP,0.007,0.993
ZFENP49,ZFENP,0.006,0.994
ZFENP50,ZFENP,0.352,0.648
ZFENP51,ZFENP,0.029,0.971
ZFENP52,ZFENP,0.132,0.868
ZFENP53,ZFENP,0.25,0.75
ZFENP54,ZFENP,0.037,0.963
ZFENP55,ZFENP,0.074,0.926
ZFENP56,ZFENP,0.223,0.777
ZFENP57,ZFENP,0.097,0.903
ZFENP58,ZFENP,0.104,0.896
ZFENP59,ZFENP,0.01,0.99
ZFENP60,ZFENP,0.01,0.99
ZFENP61,ZFENP,0.107,0.893
NA,NA,0,0
ZFFDSP01,ZFFDSP,0.008,0.992
ZFFDSP02,ZFFDSP,0.007,0.993
ZFFDSP04,ZFFDSP,0.011,0.989
ZFFDSP05,ZFFDSP,0.009,0.991
ZFFDSP06,ZFFDSP,0.007,0.993
ZFFDSP07,ZFFDSP,0.005,0.995
ZFFDSP08,ZFFDSP,0.006,0.994
ZFFDSP10,ZFFDSP,0.007,0.993
ZFFDSP11,ZFFDSP,0.01,0.99
ZFFDSP12,ZFFDSP,0.01,0.99
ZFFDSP13,ZFFDSP,0.008,0.992
ZFFDSP14,ZFFDSP,0.006,0.994
ZFFDSP16,ZFFDSP,0.011,0.989
ZFFDSP17,ZFFDSP,0.008,0.992
ZFFDSP18,ZFFDSP,0.008,0.992
ZFFDSP19,ZFFDSP,0.006,0.994
ZFFDSP21,ZFFDSP,0.007,0.993
ZFFDSP22,ZFFDSP,0.007,0.993
ZFFDSP23,ZFFDSP,0.006,0.994
ZFFDSP24,ZFFDSP,0.006,0.994
ZFFDSP26,ZFFDSP,0.008,0.992
ZFFDSP27,ZFFDSP,0.008,0.992
ZFFDSP28,ZFFDSP,0.008,0.992
ZFFDSP30,ZFFDSP,0.011,0.989
ZFFDSP31,ZFFDSP,0.005,0.995
ZFFDSP32,ZFFDSP,0.008,0.992
ZFFDSP33,ZFFDSP,0.01,0.99
ZFFDSP34,ZFFDSP,0.006,0.994
ZFFDSP35,ZFFDSP,0.009,0.991
ZFFDSP37,ZFFDSP,0.007,0.993
ZFFDSP38,ZFFDSP,0.007,0.993
ZFFDSP39,ZFFDSP,0.008,0.992
ZFFDSP40,ZFFDSP,0.008,0.992
ZFFDSP42,ZFFDSP,0.005,0.995
ZFFDSP43,ZFFDSP,0.006,0.994
ZFFDSP44,ZFFDSP,0.007,0.993
ZFFDSP45,ZFFDSP,0.007,0.993
ZFFDSP46,ZFFDSP,0.006,0.994
ZFFDSP47,ZFFDSP,0.006,0.994
ZFFDSP48,ZFFDSP,0.006,0.994
NA,NA,0,0
ZFI01,ZFI,0.006,0.994
ZFI02,ZFI,0.005,0.995
ZFI03,ZFI,0.009,0.991
ZFI04,ZFI,0.006,0.994
ZFI05,ZFI,0.007,0.993
ZFI06,ZFI,0.011,0.989
ZFI07,ZFI,0.014,0.986
ZFI08,ZFI,0.005,0.995
ZFI09,ZFI,0.009,0.991
ZFI10,ZFI,0.009,0.991
ZFI11,ZFI,0.007,0.993
ZFI12,ZFI,0.005,0.995
ZFI13,ZFI,0.018,0.982
ZFI14,ZFI,0.02,0.98
ZFI15,ZFI,0.011,0.989
ZFI16,ZFI,0.013,0.987
ZFI17,ZFI,0.014,0.986
ZFI18,ZFI,0.094,0.906
ZFI19,ZFI,0.022,0.978
ZFI20,ZFI,0.005,0.995
ZFI21,ZFI,0.052,0.948
ZFI22,ZFI,0.052,0.948
ZFI23,ZFI,0.011,0.989
ZFI24,ZFI,0.006,0.994
ZFI25,ZFI,0.005,0.995
ZFI26,ZFI,0.007,0.993
ZFI27,ZFI,0.007,0.993
ZFK01,ZFI,0.006,0.994
NA,NA,0,0
ZFK02,ZFK,0.006,0.994
ZFK03,ZFK,0.006,0.994
ZFK04,ZFK,0.005,0.995
ZFK05,ZFK,0.006,0.994
ZFK06,ZFK,0.006,0.994
ZFK07,ZFK,0.006,0.994
ZFK08,ZFK,0.006,0.994
ZFK10,ZFK,0.006,0.994
ZFK11,ZFK,0.006,0.994
ZFK12,ZFK,0.006,0.994
ZFK13,ZFK,0.006,0.994
ZFK14,ZFK,0.006,0.994
ZFK15,ZFK,0.006,0.994
ZFK16,ZFK,0.006,0.994
NA,NA,0,0
ZFLB01,ZFLB,0.078,0.922
ZFLB02,ZFLB,0.048,0.952
ZFLB03,ZFLB,0.027,0.973
ZFLB04,ZFLB,0.01,0.99
ZFLB05,ZFLB,0.069,0.931
ZFLB06,ZFLB,0.032,0.968
ZFLB07,ZFLB,0.013,0.987
ZFLB08,ZFLB,0.072,0.928
ZFLB09,ZFLB,0.017,0.983
ZFLB10,ZFLB,0.02,0.98
ZFLB11,ZFLB,0.144,0.856
ZFLB12,ZFLB,0.042,0.958
ZFLB13,ZFLB,0.014,0.986
NA,NA,0,0
ZFLTI01,ZFLTI,0.006,0.994
ZFLTI02,ZFLTI,0.005,0.995
ZFLTI03,ZFLTI,0.005,0.995
ZFLTI04,ZFLTI,0.008,0.992
ZFLTI05,ZFLTI,0.005,0.995
ZFLTI06,ZFLTI,0.009,0.991
ZFLTI07,ZFLTI,0.009,0.991
ZFLTI08,ZFLTI,0.006,0.994
ZFLTI09,ZFLTI,0.007,0.993
ZFLTI10,ZFLTI,0.007,0.993
ZFLTI11,ZFLTI,0.006,0.994
ZFLTI12,ZFLTI,0.006,0.994
ZFLTI13,ZFLTI,0.006,0.994
ZFLTI14,ZFLTI,0.005,0.995
NA,NA,0,0
ZFONF101,ZFONF1,0.012,0.988
ZFONF102,ZFONF1,0.007,0.993
ZFONF103,ZFONF1,0.007,0.993
ZFONF104,ZFONF1,0.007,0.993
ZFONF105,ZFONF1,0.008,0.992
ZFONF106,ZFONF1,0.007,0.993
ZFONF107,ZFONF1,0.011,0.989
ZFONF108,ZFONF1,0.008,0.992
ZFONF109,ZFONF1,0.006,0.994
ZFONF110,ZFONF1,0.007,0.993
ZFONF111,ZFONF1,0.008,0.992
ZFONF112,ZFONF1,0.006,0.994
ZFONF113,ZFONF1,0.009,0.991
ZFONF115,ZFONF1,0.007,0.993
ZFONF116,ZFONF1,0.009,0.991
ZFONF117,ZFONF1,0.007,0.993
ZFONF118,ZFONF1,0.004,0.996
ZFONF119,ZFONF1,0.008,0.992
ZFONF120,ZFONF1,0.007,0.993
ZFONF121,ZFONF1,0.009,0.991
ZFONF122,ZFONF1,0.006,0.994
ZFONF123,ZFONF1,0.012,0.988
ZFONF124,ZFONF1,0.008,0.992
ZFONF125,ZFONF1,0.009,0.991
ZFONF126,ZFONF1,0.006,0.994
NA,NA,0,0
ZFONF201,ZFONF2,0.009,0.991
ZFONF202,ZFONF2,0.005,0.995
ZFONF203,ZFONF2,0.004,0.996
ZFONF204,ZFONF2,0.005,0.995
ZFONF206,ZFONF2,0.005,0.995
ZFONF207,ZFONF2,0.006,0.994
ZFONF208,ZFONF2,0.006,0.994
ZFONF209,ZFONF2,0.005,0.995
ZFONF210,ZFONF2,0.116,0.884
ZFONF211,ZFONF2,0.006,0.994
ZFONF212,ZFONF2,0.103,0.897
ZFONF214,ZFONF2,0.007,0.993
ZFONF215,ZFONF2,0.006,0.994
ZFONF216,ZFONF2,0.005,0.995
ZFONF217,ZFONF2,0.007,0.993
ZFONF218,ZFONF2,0.006,0.994
ZFONF219,ZFONF2,0.005,0.995
ZFONF220,ZFONF2,0.007,0.993
ZFONF222,ZFONF2,0.006,0.994
ZFONF223,ZFONF2,0.006,0.994
ZFONF224,ZFONF2,0.005,0.995
ZFONF225,ZFONF2,0.006,0.994
ZFONF226,ZFONF2,0.005,0.995
ZFONF227,ZFONF2,0.005,0.995
ZFONF228,ZFONF2,0.005,0.995
ZFONF230,ZFONF2,0.007,0.993
ZFONF231,ZFONF2,0.005,0.995
ZFONF232,ZFONF2,0.005,0.995
ZFONF233,ZFONF2,0.005,0.995
ZFONF234,ZFONF2,0.009,0.991
ZFONF235,ZFONF2,0.006,0.994
ZFONF236,ZFONF2,0.006,0.994
ZFONF238,ZFONF2,0.005,0.995
ZFONF239,ZFONF2,0.006,0.994
ZFONF240,ZFONF2,0.005,0.995
ZFONF241,ZFONF2,0.005,0.995
ZFONF242,ZFONF2,0.005,0.995
ZFONF243,ZFONF2,0.005,0.995
ZFONF244,ZFONF2,0.005,0.995
ZFONF245,ZFONF2,0.005,0.995
NA,NA,0,0
ZFOS01,ZFO,0.006,0.994
ZFOS02,ZFO,0.008,0.992
ZFOS03,ZFO,0.166,0.834
ZFOS04,ZFO,0.009,0.991
ZFOS05,ZFO,0.006,0.994
ZFOS06,ZFO,0.006,0.994
ZFOS07,ZFO,0.008,0.992
ZFOS08,ZFO,0.007,0.993
ZFOS09,ZFO,0.017,0.983
ZFOS10,ZFO,0.02,0.98
ZFOS11,ZFO,0.005,0.995
ZFOS12,ZFO,0.006,0.994
ZFOS13,ZFO,0.007,0.993
ZFOS14,ZFO,0.054,0.946
ZFOS15,ZFO,0.007,0.993
ZFOS16,ZFO,0.009,0.991
ZFOS17,ZFO,0.009,0.991
ZFOS18,ZFO,0.012,0.988
ZFOS19,ZFO,0.006,0.994
ZFOS20,ZFO,0.009,0.991
ZFOS21,ZFO,0.006,0.994
ZFOS22,ZFO,0.006,0.994
ZFOS23,ZFO,0.216,0.784
ZFOS24,ZFO,0.006,0.994
ZFOS25,ZFO,0.007,0.993
ZFOS26,ZFO,0.008,0.992
ZFOS27,ZFO,0.007,0.993
ZFOS28,ZFO,0.009,0.991
ZFOS29,ZFO,0.011,0.989
ZFOS30,ZFO,0.005,0.995
ZFOS31,ZFO,0.024,0.976
ZFOS32,ZFO,0.015,0.985
NA,NA,0,0
ZFPB01,ZFBP,0.119,0.881
ZFPB02,ZFBP,0.483,0.517
ZFPB03,ZFBP,0.079,0.921
ZFPB04,ZFBP,0.503,0.497
ZFPB05,ZFBP,0.498,0.502
ZFPB06,ZFBP,0.107,0.893
ZFPB07,ZFBP,0.544,0.456
ZFPB08,ZFBP,0.3,0.7
ZFPB10,ZFBP,0.23,0.77
ZFPB11,ZFBP,0.297,0.703
ZFPB12,ZFBP,0.278,0.722
ZFPB13,ZFBP,0.341,0.659
ZFPB14,ZFBP,0.348,0.652
ZFPB15,ZFBP,0.305,0.695
ZFPB17,ZFBP,0.305,0.695
ZFPB18,ZFBP,0.309,0.691
ZFPB19,ZFBP,0.12,0.88
ZFPB20,ZFBP,0.538,0.462
ZFPB21,ZFBP,0.522,0.478
ZFPB22,ZFBP,0.528,0.472
ZFPB23,ZFBP,0.344,0.656
NA,NA,0,0
ZFSF01,ZFSF,0.208,0.792
ZFSF02,ZFSF,0.243,0.757
ZFSF03,ZFSF,0.161,0.839
ZFSF04,ZFSF,0.033,0.967
NA,NA,0,0
ZFSW101,ZFSW1,0.021,0.979
ZFSW102,ZFSW1,0.006,0.994
ZFSW103,ZFSW1,0.013,0.987
ZFSW104,ZFSW1,0.051,0.949
ZFSW105,ZFSW1,0.028,0.972
ZFSW106,ZFSW1,0.006,0.994
ZFSW107,ZFSW1,0.012,0.988
ZFSW108,ZFSW1,0.01,0.99
ZFSW109,ZFSW1,0.016,0.984
ZFSW110,ZFSW1,0.012,0.988
ZFSW111,ZFSW1,0.013,0.987
ZFSW112,ZFSW1,0.007,0.993
ZFSW113,ZFSW1,0.01,0.99
ZFSW114,ZFSW1,0.01,0.99
ZFSW115,ZFSW1,0.007,0.993
ZFSW116,ZFSW1,0.011,0.989
ZFSW117,ZFSW1,0.01,0.99
ZFSW119,ZFSW1,0.008,0.992
ZFSW120,ZFSW1,0.07,0.93
ZFSW121,ZFSW1,0.011,0.989
ZFSW122,ZFSW1,0.012,0.988
ZFSW123,ZFSW1,0.012,0.988
ZFSW124,ZFSW1,0.012,0.988
NA,NA,0,0
ZFSW201,ZFSW2,0.009,0.991
ZFSW202,ZFSW2,0.007,0.993
ZFSW203,ZFSW2,0.009,0.991
ZFSW204,ZFSW2,0.009,0.991
ZFSW205,ZFSW2,0.011,0.989
ZFSW206,ZFSW2,0.007,0.993
ZFSW207,ZFSW2,0.007,0.993
ZFSW208,ZFSW2,0.005,0.995
ZFSW209,ZFSW2,0.009,0.991
ZFSW210,ZFSW2,0.006,0.994
ZFSW211,ZFSW2,0.006,0.994
ZFSW212,ZFSW2,0.005,0.995
ZFSW213,ZFSW2,0.005,0.995
ZFSW214,ZFSW2,0.005,0.995
ZFSW215,ZFSW2,0.012,0.988
ZFSW216,ZFSW2,0.005,0.995
ZFSW217,ZFSW2,0.009,0.991
ZFSW218,ZFSW2,0.005,0.995
ZFSW219,ZFSW2,0.005,0.995
ZFSW220,ZFSW2,0.009,0.991
ZFSW221,ZFSW2,0.006,0.994
ZFSW222,ZFSW2,0.012,0.988
ZFSW223,ZFSW2,0.009,0.991
ZFSW224,ZFSW2,0.005,0.995
ZFSW225,ZFSW2,0.005,0.995
ZFSW226,ZFSW2,0.009,0.991
ZFSW227,ZFSW2,0.007,0.993
ZFSW229,ZFSW2,0.008,0.992
ZFSW230,ZFSW2,0.005,0.995
ZFSW231,ZFSW2,0.01,0.99
ZFSW232,ZFSW2,0.011,0.989
ZFSW233,ZFSW2,0.019,0.981
ZFSW234,ZFSW2,0.007,0.993
ZFSW235,ZFSW2,0.005,0.995
ZFSW236,ZFSW2,0.004,0.996
ZFSW237,ZFSW2,0.005,0.995
ZFSW238,ZFSW2,0.004,0.996
ZFSW239,ZFSW2,0.007,0.993
ZFSW240,ZFSW2,0.012,0.988
NA,NA,0,0
ZFTS01,ZFTS,0.038,0.962
ZFTS02,ZFTS,0.009,0.991
ZFTS03,ZFTS,0.009,0.991
ZFTS04,ZFTS,0.019,0.981
ZFTS05,ZFTS,0.007,0.993
ZFTS07,ZFTS,0.036,0.964
ZFTS08,ZFTS,0.01,0.99
ZFTS09,ZFTS,0.024,0.976
ZFTS10,ZFTS,0.017,0.983
ZFTS11,ZFTS,0.021,0.979
ZFTS12,ZFTS,0.007,0.993
ZFTS14,ZFTS,0.014,0.986
ZFTS15,ZFTS,0.019,0.981
ZFTS16,ZFTS,0.015,0.985
ZFTS17,ZFTS,0.064,0.936
ZFTS18,ZFTS,0.01,0.99
ZFTS19,ZFTS,0.038,0.962
ZFTS20,ZFTS,0.014,0.986
ZFTS21,ZFTS,0.023,0.977
ZFTS22,ZFTS,0.011,0.989
ZFTS23,ZFTS,0.011,0.989
ZFTS24,ZFTS,0.011,0.989
ZFTS25,ZFTS,0.019,0.981
ZFTS26,ZFTS,0.018,0.982
ZFTS27,ZFTS,0.033,0.967
ZFTS28,ZFTS,0.012,0.988
ZFTS29,ZFTS,0.039,0.961
ZFTS30,ZFTS,0.023,0.977
ZFTS31,ZFTS,0.009,0.991
ZFTS32,ZFTS,0.008,0.992
ZFTS33,ZFTS,0.01,0.99
ZFTS34,ZFTS,0.023,0.977
ZFTS35,ZFTS,0.006,0.994
ZFTS36,ZFTS,0.011,0.989
ZFTS37,ZFTS,0.008,0.992
ZFTS38,ZFTS,0.018,0.982
ZFTS39,ZFTS,0.014,0.986
ZFTS40,ZFTS,0.008,0.992
NA,NA,0,0
ZFTSP101,ZFTSP1,0.006,0.994
ZFTSP102,ZFTSP1,0.006,0.994
ZFTSP103,ZFTSP1,0.005,0.995
ZFTSP104,ZFTSP1,0.008,0.992
ZFTSP105,ZFTSP1,0.005,0.995
ZFTSP106,ZFTSP1,0.009,0.991
ZFTSP107,ZFTSP1,0.006,0.994
ZFTSP108,ZFTSP1,0.007,0.993
ZFTSP109,ZFTSP1,0.008,0.992
ZFTSP110,ZFTSP1,0.008,0.992
ZFTSP111,ZFTSP1,0.005,0.995
ZFTSP112,ZFTSP1,0.007,0.993
ZFTSP113,ZFTSP1,0.008,0.992
ZFTSP114,ZFTSP1,0.007,0.993
ZFTSP115,ZFTSP1,0.005,0.995
ZFTSP116,ZFTSP1,0.006,0.994
ZFTSP117,ZFTSP1,0.009,0.991
ZFTSP118,ZFTSP1,0.007,0.993
ZFTSP119,ZFTSP1,0.006,0.994
ZFTSP120,ZFTSP1,0.01,0.99
ZFTSP121,ZFTSP1,0.006,0.994
ZFTSP122,ZFTSP1,0.005,0.995
ZFTSP123,ZFTSP1,0.008,0.992
ZFTSP124,ZFTSP1,0.006,0.994
ZFTSP125,ZFTSP1,0.007,0.993
ZFTSP126,ZFTSP1,0.006,0.994
ZFTSP127,ZFTSP1,0.006,0.994
ZFTSP128,ZFTSP1,0.006,0.994
ZFTSP129,ZFTSP1,0.008,0.992
ZFTSP130,ZFTSP1,0.006,0.994
ZFTSP131,ZFTSP1,0.006,0.994
ZFTSP132,ZFTSP1,0.008,0.992
ZFTSP133,ZFTSP1,0.006,0.994
ZFTSP134,ZFTSP1,0.006,0.994
ZFTSP135,ZFTSP1,0.006,0.994
ZFTSP136,ZFTSP1,0.006,0.994
ZFTSP137,ZFTSP1,0.007,0.993
ZFTSP138,ZFTSP1,0.007,0.993
ZFTSP139,ZFTSP1,0.006,0.994
ZFTSP140,ZFTSP1,0.006,0.994
ZFTSP141,ZFTSP1,0.005,0.995
ZFTSP142,ZFTSP1,0.006,0.994
ZFTSP143,ZFTSP1,0.005,0.995
ZFTSP144,ZFTSP1,0.007,0.993
ZFTSP145,ZFTSP1,0.005,0.995
NA,NA,0,0
ZFTSP201,ZFTSP2,0.009,0.991
ZFTSP202,ZFTSP2,0.006,0.994
ZFTSP203,ZFTSP2,0.01,0.99
ZFTSP204,ZFTSP2,0.009,0.991
ZFTSP205,ZFTSP2,0.008,0.992
ZFTSP206,ZFTSP2,0.01,0.99
ZFTSP207,ZFTSP2,0.011,0.989
ZFTSP208,ZFTSP2,0.008,0.992
ZFTSP209,ZFTSP2,0.006,0.994
ZFTSP210,ZFTSP2,0.009,0.991
ZFTSP211,ZFTSP2,0.009,0.991
ZFTSP212,ZFTSP2,0.006,0.994
ZFTSP213,ZFTSP2,0.009,0.991
ZFTSP214,ZFTSP2,0.006,0.994
ZFTSP215,ZFTSP2,0.007,0.993
ZFTSP216,ZFTSP2,0.01,0.99
ZFTSP217,ZFTSP2,0.01,0.99
ZFTSP218,ZFTSP2,0.007,0.993
ZFTSP219,ZFTSP2,0.006,0.994
ZFTSP220,ZFTSP2,0.009,0.991
ZFTSP221,ZFTSP2,0.01,0.99
ZFTSP222,ZFTSP2,0.011,0.989
ZFTSP223,ZFTSP2,0.006,0.994
ZFTSP224,ZFTSP2,0.006,0.994
ZFTSP225,ZFTSP2,0.007,0.993
ZFTSP226,ZFTSP2,0.006,0.994
ZFTSP227,ZFTSP2,0.011,0.989
ZFTSP228,ZFTSP2,0.007,0.993
NA,NA,0,0
ZFW01,ZFW,0.019,0.981
ZFW02,ZFW,0.04,0.96
ZFW03,ZFW,0.014,0.986
ZFW04,ZFW,0.221,0.779
ZFW05,ZFW,0.05,0.95
ZFW06,ZFW,0.473,0.527
NA,NA,0,0
ZFWB01,ZFWB,0.005,0.995
ZFWB02,ZFWB,0.014,0.986
ZFWB03,ZFWB,0.122,0.878
ZFWB05,ZFWB,0.013,0.987
ZFWB06,ZFWB,0.005,0.995
ZFWB07,ZFWB,0.009,0.991
ZFWB10,ZFWB,0.045,0.955
ZFWB11,ZFWB,0.009,0.991
ZFWB12,ZFWB,0.053,0.947
ZFWB13,ZFWB,0.011,0.989
ZFWB14,ZFWB,0.005,0.995
ZFWB15,ZFWB,0.024,0.976
ZFWB18,ZFWB,0.008,0.992
ZFWB19,ZFWB,0.063,0.937
ZFWB20,ZFWB,0.047,0.953
ZFWB21,ZFWB,0.07,0.93
ZFWB22,ZFWB,0.026,0.974
ZFWB23,ZFWB,0.005,0.995
ZFWB24,ZFWB,0.129,0.871
ZFWB25,ZFWB,0.026,0.974
ZFWB26,ZFWB,0.015,0.985
ZFWB27,ZFWB,0.01,0.99
ZFWB29,ZFWB,0.046,0.954
ZFWB30,ZFWB,0.008,0.992
ZFWB31,ZFWB,0.01,0.99
ZFWB32,ZFWB,0.029,0.971
ZFWB35,ZFWB,0.018,0.982
ZFWB36,ZFWB,0.019,0.981
ZFWB37,ZFWB,0.014,0.986
ZFWB38,ZFWB,0.008,0.992
ZFWB39,ZFWB,0.01,0.99
ZFWB40,ZFWB,0.008,0.992
ZFWB41,ZFWB,0.009,0.991
ZFWB42,ZFWB,0.009,0.991
ZFWB43,ZFWB,0.019,0.981
ZFWB44,ZFWB,0.009,0.991
ZFWB46,ZFWB,0.008,0.992
ZFWB47,ZFWB,0.016,0.984
ZFWB48,ZFWB,0.009,0.991
ZFWB49,ZFWB,0.013,0.987
NA,NA,0,0
ZCF01,ZCF,0.011,0.989
ZCF02,ZCF,0.161,0.839
ZCF03,ZCF,0.033,0.967
ZCF04,ZCF,0.055,0.945
ZCF05,ZCF,0.005,0.995
ZCF06,ZCF,0.045,0.955
ZCF07,ZCF,0.01,0.99
ZCF08,ZCF,0.339,0.661
ZCF09,ZCF,0.011,0.989
ZCF10,ZCF,0.008,0.992
ZCF11,ZCF,0.013,0.987
ZCF12,ZCF,0.057,0.943
ZCF13,ZCF,0.026,0.974
ZCF14,ZCF,0.009,0.991
ZCF15,ZCF,0.01,0.99
ZCF16,ZCF,0.117,0.883
ZCF17,ZCF,0.02,0.98
ZCF18,ZCF,0.012,0.988
ZCF19,ZCF,0.013,0.987
ZCF20,ZCF,0.018,0.982
ZCF21,ZCF,0.038,0.962
ZCF22,ZCF,0.102,0.898
ZCF23,ZCF,0.023,0.977
ZCF24,ZCF,0.016,0.984
ZCF25,ZCF,0.134,0.866
ZCF26,ZCF,0.223,0.777
ZCF27,ZCF,0.02,0.98
ZCF28,ZCF,0.017,0.983
ZCF29,ZCF,0.022,0.978
ZCF30,ZCF,0.012,0.988
ZCF31,ZCF,0.075,0.925
ZCF32,ZCF,0.031,0.969
ZCF33,ZCF,0.006,0.994
ZCF34,ZCF,0.014,0.986
ZCF35,ZCF,0.176,0.824
ZCF36,ZCF,0.006,0.994
ZCF37,ZCF,0.058,0.942
ZCF38,ZCF,0.014,0.986
ZCF39,ZCF,0.011,0.989
ZCF40,ZCF,0.014,0.986
ZCF41,ZCF,0.006,0.994
ZCF42,ZCF,0.066,0.934
